ID;Name;Tag;total_pop;aristocrats_pc;aristocrats_bd;capitalists_pc;capitalists_bd;bureaucrats_pc;bureaucrats_bd;officers_pc;officers_bd;soldiers_pc;soldiers_bd;clergymen_pc;clergymen_bd;artisans_pc;artisans_bd;clerks_pc;clerks_bd;craftsmen_pc;craftsmen_bd;slaves_pc;slaves_bd;farmers_labourers_pc;farmers_labourers_bd;comment
517;President's End I;AGN;31150;1.61;100 argon;;;0.76;100 argon;0.057;100 argon;1.95;100 argon;1.17;100 argon;15.52;100 argon;;;;;;;rest;100 argon;
518;President's End II;AGN;39700;0.88;100 argon;;;0.79;100 argon;0.124;100 argon;1.61;100 argon;1.38;100 argon;16.31;100 argon;;;;;;;rest;100 argon;
519;President's End III;AGN;21700;1.1;100 argon;;;0.61;100 argon;0.133;100 argon;1.97;100 argon;0.82;100 argon;13.87;100 argon;;;;;;;rest;100 argon;
520;President's End IV;AGN;23350;0.58;100 argon;;;0.74;100 argon;0.146;100 argon;1.77;100 argon;1.24;100 argon;13.9;100 argon;;;;;;;rest;100 argon;
521;President's End V;AGN;20000;0.79;100 argon;;;0.82;100 argon;0.053;100 argon;1.07;100 argon;1.33;100 argon;14.58;100 argon;;;;;;;rest;100 argon;
522;President's End VI;AGN;38550;1.06;100 argon;;;0.87;100 argon;0.071;100 argon;1.65;100 argon;1.48;100 argon;18.19;100 argon;;;;;;;rest;100 argon;
523;Silent Witness I;AGN;24950;0.65;100 argon;;;0.85;100 argon;0.085;100 argon;1.08;100 argon;1.03;100 argon;15.73;100 argon;;;;;;;rest;100 argon;
524;Silent Witness II;AGN;37600;0.88;100 argon;;;0.73;100 argon;0.137;100 argon;1.08;100 argon;1.25;100 argon;15.03;100 argon;;;;;;;rest;100 argon;
525;Silent Witness III;AGN;23300;1.86;100 argon;;;0.67;100 argon;0.118;100 argon;1.54;100 argon;1.36;100 argon;15.96;100 argon;;;;;;;rest;100 argon;
526;Silent Witness IV;AGN;31900;1.33;100 argon;;;0.87;100 argon;0.098;100 argon;1.7;100 argon;1.01;100 argon;16.5;100 argon;;;;;;;rest;100 argon;
527;Silent Witness V;CKK;20050;0.25;100 khaak;;;0.17;100 khaak;0.115;100 khaak;3.84;100 khaak;0.64;100 khaak;14.52;100 khaak;;;;;4.98;51 khaak 14 split 11 boron 24 paranid;rest;100 khaak;
528;Silent Witness VI;;175;2.92;100 argon;;;0.12;100 argon;0.101;100 argon;0.91;100 argon;0.62;100 argon;3.21;100 argon;;;;;4.76;100 argon;rest;100 argon;
529;Silent Witness VII;;175;1.92;100 argon;;;0.1;100 argon;0.138;100 argon;0.68;100 argon;0.73;100 argon;3.67;100 argon;;;;;2.5;100 argon;rest;100 argon;
530;Silent Witness VIII;SPP;4600;2.99;100 teladi;;;0.19;100 teladi;0.097;100 teladi;3.23;80 teladi 20 argon;0.46;100 teladi;7.6;80 teladi 20 argon;;;;;2.56;81 teladi 19 argon;rest;80 teladi 20 argon;
531;Profit Center Alpha I;MIN;13400;2.1;100 teladi;;;0.55;100 teladi;0.091;100 teladi;1.04;100 teladi;0.68;100 teladi;15.84;100 teladi;;;;;;;rest;100 teladi;
532;Profit Center Alpha II;MIN;16150;2.52;100 teladi;;;0.27;100 teladi;0.068;100 teladi;1.91;100 teladi;0.96;100 teladi;16.25;100 teladi;;;;;;;rest;100 teladi;
533;Profit Center Alpha III;MIN;12450;0.69;100 teladi;;;0.79;100 teladi;0.121;100 teladi;1.67;100 teladi;1.07;100 teladi;15.27;100 teladi;;;;;;;rest;100 teladi;
534;Profit Center Alpha IV;MIN;14150;1.99;100 teladi;;;0.55;100 teladi;0.061;100 teladi;1.82;100 teladi;1.24;100 teladi;17.19;100 teladi;;;;;;;rest;100 teladi;
535;Matrix 101 I;XEN;10700;0.4;100 xenon;;;0.85;100 xenon;0.029;100 xenon;1.52;100 xenon;1.38;100 xenon;13.3;100 xenon;;;;;1.39;59 paranid 21 argon 20 boron;rest;100 xenon;
536;Matrix 101 II;XEN;14850;0.12;100 xenon;;;0.86;100 xenon;0.014;100 xenon;1.76;100 xenon;1.27;100 xenon;13.8;100 xenon;;;;;2.46;56 paranid 25 boron 19 split;rest;100 xenon;
537;Matrix 101 III;XEN;10950;0.47;100 xenon;;;0.75;100 xenon;0.03;100 xenon;1.72;100 xenon;1.43;100 xenon;14.57;100 xenon;;;;;1.67;54 paranid 23 argon 23 teladi;rest;100 xenon;
538;Matrix 101 IV;XEN;12750;0.16;100 xenon;;;0.8;100 xenon;0.036;100 xenon;2.47;100 xenon;1.43;100 xenon;13.16;100 xenon;;;;;4.1;52 boron 28 paranid 20 teladi;rest;100 xenon;
539;Matrix 101 V;XEN;7000;0.29;100 xenon;;;0.73;100 xenon;0.044;100 xenon;1.37;100 xenon;1.31;100 xenon;12.62;100 xenon;;;;;2.42;58 split 16 boron 26 paranid;rest;100 xenon;
540;Two Grand I;TEL;11900;0.92;100 teladi;;;0.57;100 teladi;0.109;100 teladi;1.12;100 teladi;0.79;100 teladi;14.98;100 teladi;;;;;;;rest;100 teladi;
541;Two Grand II;TEL;18000;1.74;100 teladi;;;0.46;100 teladi;0.12;100 teladi;1.2;100 teladi;0.61;100 teladi;17.61;100 teladi;;;;;;;rest;100 teladi;
542;Two Grand III;TEL;17650;2.03;100 teladi;;;0.67;100 teladi;0.065;100 teladi;1.43;100 teladi;1.01;100 teladi;18.55;100 teladi;;;;;;;rest;100 teladi;
543;Two Grand IV;TEL;17850;0.65;100 teladi;;;0.27;100 teladi;0.088;100 teladi;1.85;100 teladi;0.61;100 teladi;17.04;100 teladi;;;;;;;rest;100 teladi;
544;Two Grand V;TEL;17950;2.86;100 teladi;;;0.32;100 teladi;0.053;100 teladi;1.52;100 teladi;0.85;100 teladi;17.03;100 teladi;;;;;;;rest;100 teladi;
545;Two Grand VI;TEL;15100;1.55;100 teladi;;;0.43;100 teladi;0.104;100 teladi;1.62;100 teladi;1.29;100 teladi;17.97;100 teladi;;;;;;;rest;100 teladi;
546;Two Grand VII;TEL;11400;1.82;100 teladi;;;0.2;100 teladi;0.087;100 teladi;1.11;100 teladi;0.78;100 teladi;16.14;100 teladi;;;;;;;rest;100 teladi;
547;Open Market I;TEL;12350;1.99;100 teladi;;;0.44;100 teladi;0.102;100 teladi;1.85;100 teladi;1.08;100 teladi;16.23;100 teladi;;;;;;;rest;100 teladi;
548;Open Market II;TEL;11650;1.41;100 teladi;;;0.78;100 teladi;0.054;100 teladi;1.79;100 teladi;1.11;100 teladi;15.29;100 teladi;;;;;;;rest;100 teladi;
549;Open Market III;TEL;15600;1.21;100 teladi;;;0.72;100 teladi;0.147;100 teladi;1.35;100 teladi;0.83;100 teladi;15.94;100 teladi;;;;;;;rest;100 teladi;
550;Open Market IV;TEL;14350;2.14;100 teladi;;;0.31;100 teladi;0.134;100 teladi;1.65;100 teladi;1.02;100 teladi;15.78;100 teladi;;;;;;;rest;100 teladi;
551;Open Market V;TEL;17850;1.9;100 teladi;;;0.7;100 teladi;0.069;100 teladi;1.66;100 teladi;1.22;100 teladi;15.31;100 teladi;;;;;;;rest;100 teladi;
552;Eleventh Hour I;AGN;25300;0.93;100 argon;;;0.67;100 argon;0.135;100 argon;1.1;100 argon;1.31;100 argon;14.47;100 argon;;;;;;;rest;100 argon;
553;Eleventh Hour II;AGN;36900;1.57;100 argon;;;0.67;100 argon;0.108;100 argon;1.88;100 argon;1.03;100 argon;17.8;100 argon;;;;;;;rest;100 argon;
554;Eleventh Hour III;AGN;20750;0.94;100 argon;;;0.79;100 argon;0.12;100 argon;1.72;100 argon;1.5;100 argon;15.17;100 argon;;;;;;;rest;100 argon;
555;Eleventh Hour IV;AGN;26700;0.52;100 argon;;;0.69;100 argon;0.105;100 argon;1.03;100 argon;1.27;100 argon;16.04;100 argon;;;;;;;rest;100 argon;
556;Guiding Star I;AGN;37300;0.87;100 argon;;;0.66;100 argon;0.145;100 argon;1.52;100 argon;0.97;100 argon;17.21;100 argon;;;;;;;rest;100 argon;
557;Guiding Star II;AGN;31850;0.56;100 argon;;;0.63;100 argon;0.062;100 argon;1.58;100 argon;1.37;100 argon;15.62;100 argon;;;;;;;rest;100 argon;
558;Guiding Star III;AGN;24800;0.73;100 argon;;;0.65;100 argon;0.136;100 argon;1.77;100 argon;1.35;100 argon;15.6;100 argon;;;;;;;rest;100 argon;
559;Guiding Star IV;AGN;37800;1.63;100 argon;;;0.66;100 argon;0.125;100 argon;1.79;100 argon;1.41;100 argon;15.42;100 argon;;;;;;;rest;100 argon;
560;Guiding Star V;AGN;20900;1.08;100 argon;;;0.87;100 argon;0.12;100 argon;1.28;100 argon;1.39;100 argon;16.43;100 argon;;;;;;;rest;100 argon;
561;Bright Promise I;TEL;18650;2.74;100 teladi;;;0.23;100 teladi;0.149;100 teladi;1.49;100 teladi;1.16;100 teladi;17.24;100 teladi;;;;;;;rest;100 teladi;
562;Bright Promise II;TEL;14900;2.37;100 teladi;;;0.52;100 teladi;0.145;100 teladi;1.95;100 teladi;0.87;100 teladi;17.69;100 teladi;;;;;;;rest;100 teladi;
563;Bright Promise III;TEL;11500;0.63;100 teladi;;;0.33;100 teladi;0.05;100 teladi;1.77;100 teladi;1.13;100 teladi;15.92;100 teladi;;;;;;;rest;100 teladi;
564;Bright Promise IV;TEL;14300;2.97;100 teladi;;;0.63;100 teladi;0.074;100 teladi;1.38;100 teladi;1.14;100 teladi;17.74;100 teladi;;;;;;;rest;100 teladi;
565;Bright Promise V;TEL;18500;2.86;100 teladi;;;0.2;100 teladi;0.119;100 teladi;1.8;100 teladi;1.18;100 teladi;16.08;100 teladi;;;;;;;rest;100 teladi;
566;Bright Promise VI;TEL;16000;0.68;100 teladi;;;0.42;100 teladi;0.109;100 teladi;1.14;100 teladi;0.75;100 teladi;18.21;100 teladi;;;;;;;rest;100 teladi;
567;Bright Promise VII;TEL;12750;2.76;100 teladi;;;0.64;100 teladi;0.107;100 teladi;1.49;100 teladi;1.29;100 teladi;15.75;100 teladi;;;;;;;rest;100 teladi;
568;Ianamus Zura I;TEL;15850;1.57;100 teladi;;;0.22;100 teladi;0.104;100 teladi;1.74;100 teladi;1.0;100 teladi;17.49;100 teladi;;;;;;;rest;100 teladi;
569;Ianamus Zura II;TEL;13650;1.69;100 teladi;;;0.45;100 teladi;0.122;100 teladi;1.33;100 teladi;1.24;100 teladi;15.95;100 teladi;;;;;;;rest;100 teladi;
570;Ianamus Zura III;TEL;18700;2.93;100 teladi;;;0.4;100 teladi;0.061;100 teladi;1.49;100 teladi;0.96;100 teladi;17.6;100 teladi;;;;;;;rest;100 teladi;
571;Ianamus Zura IV;TEL;18850;1.11;100 teladi;;;0.49;100 teladi;0.07;100 teladi;1.71;100 teladi;1.15;100 teladi;15.48;100 teladi;;;;;;;rest;100 teladi;
572;Ianamus Zura V;TEL;18250;1.81;100 teladi;;;0.58;100 teladi;0.078;100 teladi;1.15;100 teladi;1.02;100 teladi;17.59;100 teladi;;;;;;;rest;100 teladi;
573;Ianamus Zura VI;TEL;15400;2.84;100 teladi;;;0.25;100 teladi;0.099;100 teladi;1.98;100 teladi;0.8;100 teladi;15.8;100 teladi;;;;;;;rest;100 teladi;
574;Ianamus Zura VII;TEL;13650;2.31;100 teladi;;;0.72;100 teladi;0.105;100 teladi;1.91;100 teladi;0.94;100 teladi;17.1;100 teladi;;;;;;;rest;100 teladi;
575;Ianamus Zura VIII;TEL;13200;1.67;100 teladi;;;0.36;100 teladi;0.093;100 teladi;1.35;100 teladi;1.18;100 teladi;17.26;100 teladi;;;;;;;rest;100 teladi;
576;Ianamus Zura IX;TEL;13900;2.95;100 teladi;;;0.66;100 teladi;0.084;100 teladi;1.8;100 teladi;0.8;100 teladi;15.29;100 teladi;;;;;;;rest;100 teladi;
577;Ianamus Zura X;TEL;16550;2.54;100 teladi;;;0.28;100 teladi;0.113;100 teladi;1.8;100 teladi;1.25;100 teladi;16.3;100 teladi;;;;;;;rest;100 teladi;
578;Ianamus Zura XI;TEL;13700;2.01;100 teladi;;;0.26;100 teladi;0.061;100 teladi;1.32;100 teladi;1.11;100 teladi;16.33;100 teladi;;;;;;;rest;100 teladi;
579;Heart of Acrimony I;;550;0.79;100 split;;;0.12;100 split;0.071;100 split;0.35;100 split;0.64;100 split;6.05;100 split;;;;;4.67;100 split;rest;100 split;
580;Heart of Acrimony II;FRF;14500;2.87;100 split;;;0.32;100 split;0.198;100 split;2.74;100 split;1.17;100 split;9.31;100 split;;;;;4.11;46 split 31 boron 23 argon;rest;100 split;
581;Heart of Acrimony III;;650;1.64;100 split;;;0.12;100 split;0.12;100 split;0.83;100 split;0.6;100 split;6.4;100 split;;;;;3.01;100 split;rest;100 split;
582;Heart of Acrimony IV;;700;1.01;100 split;;;0.11;100 split;0.069;100 split;0.6;100 split;0.57;100 split;7.42;100 split;;;;;2.5;100 split;rest;100 split;
583;Heart of Acrimony V;;450;0.63;100 split;;;0.11;100 split;0.091;100 split;0.96;100 split;0.46;100 split;5.75;100 split;;;;;2.59;100 split;rest;100 split;
584;Tharka's Ravine I;FRF;11300;2.58;100 split;;;0.47;100 split;0.13;100 split;1.95;100 split;0.8;100 split;9.5;100 split;;;;;2.06;53 split 27 argon 20 boron;rest;100 split;
585;Tharka's Ravine II;FRF;16500;1.37;100 split;;;0.41;100 split;0.147;100 split;2.27;100 split;1.19;100 split;8.62;100 split;;;;;2.94;59 split 21 teladi 20 paranid;rest;100 split;
586;Tharka's Ravine III;FRF;16050;2.33;100 split;;;0.4;100 split;0.185;100 split;1.67;100 split;1.28;100 split;9.44;100 split;;;;;4.46;46 split 26 argon 28 teladi;rest;100 split;
587;Tharka's Ravine IV;FRF;13800;3;100 split;;;0.4;100 split;0.179;100 split;2.68;100 split;1.19;100 split;8.57;100 split;;;;;1.88;55 split 27 argon 18 teladi;rest;100 split;
588;Tharka's Ravine V;FRF;8450;2.37;100 split;;;0.46;100 split;0.102;100 split;2.1;100 split;1.08;100 split;8.05;100 split;;;;;4.52;48 split 27 teladi 25 argon;rest;100 split;
589;Tharka's Ravine VI;XEN;5450;0.2;100 xenon;;;0.71;100 xenon;0.036;100 xenon;2.19;100 xenon;1.27;100 xenon;11.4;100 xenon;;;;;3.92;64 teladi 36 boron;rest;100 xenon;
590;Tharka's Ravine VII;XEN;9600;0.33;100 xenon;;;0.71;100 xenon;0.048;100 xenon;1.19;100 xenon;1.05;100 xenon;13.47;100 xenon;;;;;2.84;61 split 22 teladi 17 argon;rest;100 xenon;
591;Tharka's Ravine VIII;FRF;15750;2.26;100 split;;;0.43;100 split;0.141;100 split;2.26;100 split;1.25;100 split;8.98;100 split;;;;;3.11;58 split 23 teladi 19 boron;rest;100 split;
592;Tharka's Ravine IX;FRF;12250;3.33;100 split;;;0.3;100 split;0.133;100 split;2.01;100 split;0.85;100 split;8.92;100 split;;;;;4.99;50 split 30 teladi 20 boron;rest;100 split;
593;Tharka's Ravine X;FRF;11150;2.59;100 split;;;0.4;100 split;0.117;100 split;2.43;100 split;0.89;100 split;8.28;100 split;;;;;3.65;65 split 17 argon 18 teladi;rest;100 split;
594;Tharka's Ravine XI;FRF;17900;3.99;100 split;;;0.42;100 split;0.131;100 split;2.17;100 split;0.86;100 split;9.23;100 split;;;;;4.01;61 split 18 paranid 21 teladi;rest;100 split;
595;Thuruk's Demise I;FRF;13650;3.86;100 split;;;0.47;100 split;0.192;100 split;1.63;100 split;1.47;100 split;9.62;100 split;;;;;3.2;51 split 28 paranid 21 argon;rest;100 split;
596;Thuruk's Demise II;FRF;15350;3.2;100 split;;;0.3;100 split;0.133;100 split;2.93;100 split;1.44;100 split;9.92;100 split;;;;;2.98;56 split 18 boron 26 teladi;rest;100 split;
597;Thuruk's Demise III;FRF;13750;1.72;100 split;;;0.38;100 split;0.125;100 split;2.74;100 split;1.24;100 split;9.29;100 split;;;;;4.29;50 split 29 argon 21 paranid;rest;100 split;
598;Thuruk's Demise IV;FRF;13950;1.34;100 split;;;0.36;100 split;0.14;100 split;2.86;100 split;1.46;100 split;9.32;100 split;;;;;1.73;59 split 23 teladi 18 paranid;rest;100 split;
599;Thuruk's Demise V;FRF;9300;3.68;100 split;;;0.42;100 split;0.19;100 split;2.84;100 split;0.95;100 split;8.0;100 split;;;;;1.84;64 split 17 argon 19 teladi;rest;100 split;
600;Queen's Space I;WEN;5500;1.68;100 wenendra;;;0.31;100 wenendra;0.011;100 wenendra;1.16;100 wenendra ;1.26;100 wenendra;12.34;100 wenendra ;;;;;;;rest;100 wenendra ;
601;Queen's Space II;BOR;2800;1.44;100 boron;;;0.45;100 boron;0.01;100 boron;0.92;100 boron;1.13;100 boron;9.42;100 boron;;;;;;;rest;100 boron;
602;Queen's Space III;BOR;1850;1.04;100 boron;;;0.49;100 boron;0.072;100 boron;1.47;100 boron;0.88;100 boron;9.08;100 boron;;;;;;;rest;100 boron;
603;Queen's Space IV;BOR;2850;0.91;100 boron;;;0.41;100 boron;0.013;100 boron;0.63;100 boron;1.2;100 boron;10.11;100 boron;;;;;;;rest;100 boron;
604;Queen's Space V;WEN;1250;1.53;100 wenendra;;;0.43;100 wenendra;0.033;100 wenendra;1.11;100 wenendra ;0.88;100 wenendra;8.27;100 wenendra ;;;;;;;rest;100 wenendra ;
605;Queen's Space VI;WEN;1350;1.35;100 wenendra;;;0.47;100 wenendra;0.047;100 wenendra;1.16;100 wenendra ;1.0;100 wenendra;9.23;100 wenendra ;;;;;;;rest;100 wenendra ;
606;Elysium of Light I;GON;9500;1.39;100 goner;;;0.85;100 goner;0.095;100 goner;1.86;100 goner;1.73;100 goner;13.64;100 goner;;;;;;;rest;100 goner;
607;Elysium of Light II;GON;8750;1.45;100 goner;;;0.85;100 goner;0.081;100 goner;1.93;100 goner;1.75;100 goner;11.74;100 goner;;;;;;;rest;100 goner;
608;Elysium of Light III;GON;5550;1.63;100 goner;;;0.75;100 goner;0.116;100 goner;1.04;100 goner;1.88;100 goner;11.26;100 goner;;;;;;;rest;100 goner;
609;Elysium of Light IV;GON;6650;0.78;100 goner;;;0.63;100 goner;0.079;100 goner;1.88;100 goner;1.8;100 goner;13.45;100 goner;;;;;;;rest;100 goner;
610;Cloudbase I;AGN;35400;0.87;100 argon;;;0.84;100 argon;0.108;100 argon;1.18;100 argon;1.18;100 argon;16.91;100 argon;;;;;;;rest;100 argon;
611;Cloudbase II;AGN;26450;1.97;100 argon;;;0.85;100 argon;0.138;100 argon;1.5;100 argon;0.9;100 argon;14.47;100 argon;;;;;;;rest;100 argon;
612;Cloudbase III;GON;7750;1.87;100 goner;;;0.81;100 goner;0.126;100 goner;1.04;80 goner 20 argon;1.73;100 goner;13.55;80 goner 20 argon;;;;;;;rest;80 goner 20 argon;
613;Cloudbase IV;AGN;26700;1.82;100 argon;;;0.69;100 argon;0.138;100 argon;1.58;100 argon;0.87;100 argon;14.28;100 argon;;;;;;;rest;100 argon;
614;Cloudbase V;AGN;35800;0.56;100 argon;;;0.89;100 argon;0.063;100 argon;1.97;100 argon;1.29;100 argon;15.65;100 argon;;;;;;;rest;100 argon;
615;Cloudbase VI;AGN;40000;0.59;100 argon;;;0.79;100 argon;0.09;100 argon;1.47;100 argon;1.2;100 argon;17.64;100 argon;;;;;;;rest;100 argon;
616;Cloudbase VII;AGN;20050;0.91;100 argon;;;0.69;100 argon;0.113;100 argon;1.58;100 argon;1.32;100 argon;15.1;100 argon;;;;;;;rest;100 argon;
617;Sohnen I;SOH;2950;0.27;100 sohnen;;;0.86;100 sohnen;0.023;100 sohnen;1.16;100 sohnen;1.29;100 sohnen;9.72;100 sohnen;;;;;;;rest;100 sohnen;
618;Sohnen II;SOH;4700;0.35;100 sohnen;;;0.74;100 sohnen;0.023;100 sohnen;2.22;100 sohnen;1.13;100 sohnen;12.5;100 sohnen;;;;;;;rest;100 sohnen;
619;Sohnen III;SOH;3650;0.14;100 sohnen;;;0.75;100 sohnen;0.014;100 sohnen;1.79;100 sohnen;1.2;100 sohnen;10.31;100 sohnen;;;;;;;rest;100 sohnen;
620;Sohnen IV;SOH;2400;0.32;100 sohnen;;;0.88;100 sohnen;0.024;100 sohnen;1.76;100 sohnen;1.18;100 sohnen;10.39;100 sohnen;;;;;;;rest;100 sohnen;
621;Matrix 9 I;XEN;6400;0.13;100 xenon;;;0.71;100 xenon;0.048;100 xenon;1.6;100 xenon;1.46;100 xenon;13.26;100 xenon;;;;;4.02;76 argon 24 teladi;rest;100 xenon;
622;Matrix 9 II;XEN;6950;0.13;100 xenon;;;0.87;100 xenon;0.026;100 xenon;1.76;100 xenon;1.35;100 xenon;11.65;100 xenon;;;;;1.13;75 boron 25 argon;rest;100 xenon;
623;Matrix 9 III;XEN;11350;0.37;100 xenon;;;0.78;100 xenon;0.013;100 xenon;2.31;100 xenon;1.42;100 xenon;13.49;100 xenon;;;;;2.97;51 split 26 teladi 23 boron;rest;100 xenon;
624;Matrix 9 IV;XEN;8250;0.32;100 xenon;;;0.81;100 xenon;0.024;100 xenon;2.01;100 xenon;1.33;100 xenon;12.16;100 xenon;;;;;4.42;46 paranid 25 boron 29 teladi;rest;100 xenon;
625;Matrix 9 V;XEN;12850;0.35;100 xenon;;;0.84;100 xenon;0.011;100 xenon;1.12;100 xenon;1.48;100 xenon;12.87;100 xenon;;;;;1.58;56 paranid 22 boron 22 argon;rest;100 xenon;
626;Matrix 9 VI;XEN;7900;0.25;100 xenon;;;0.88;100 xenon;0.041;100 xenon;1.05;100 xenon;1.38;100 xenon;13.3;100 xenon;;;;;3.44;59 split 14 argon 27 teladi;rest;100 xenon;
627;Matrix 9 VII;XEN;12100;0.29;100 xenon;;;0.74;100 xenon;0.018;100 xenon;1.33;100 xenon;1.0;100 xenon;12.45;100 xenon;;;;;1.56;65 argon 20 paranid 15 teladi;rest;100 xenon;
628;Matrix 451 I;XEN;10450;0.18;100 xenon;;;0.72;100 xenon;0.034;100 xenon;1.14;100 xenon;1.04;100 xenon;13.99;100 xenon;;;;;3.18;46 split 26 teladi 28 paranid;rest;100 xenon;
629;Matrix 451 II;XEN;6400;0.24;100 xenon;;;0.8;100 xenon;0.048;100 xenon;1.6;100 xenon;1.02;100 xenon;11.55;100 xenon;;;;;1.47;75 split 25 argon;rest;100 xenon;
630;Matrix 451 III;XEN;11500;0.4;100 xenon;;;0.74;100 xenon;0.03;100 xenon;1.92;100 xenon;1.45;100 xenon;14.25;100 xenon;;;;;3.09;57 argon 18 boron 25 teladi;rest;100 xenon;
631;Matrix 451 IV;XEN;12600;0.44;100 xenon;;;0.78;100 xenon;0.047;100 xenon;2.36;100 xenon;1.11;100 xenon;13.3;100 xenon;;;;;1.15;44 boron 27 teladi 29 paranid;rest;100 xenon;
632;Matrix 451 V;XEN;11600;0.13;100 xenon;;;0.72;100 xenon;0.031;100 xenon;2.27;100 xenon;1.23;100 xenon;14.19;100 xenon;;;;;2.99;56 split 21 teladi 23 boron;rest;100 xenon;
633;Matrix 451 VI;XEN;6400;0.15;100 xenon;;;0.72;100 xenon;0.017;100 xenon;1.54;100 xenon;1.29;100 xenon;12.57;100 xenon;;;;;2.5;73 boron 27 argon;rest;100 xenon;
634;Matrix 451 VII;XEN;7600;0.42;100 xenon;;;0.81;100 xenon;0.027;100 xenon;1.3;100 xenon;1.11;100 xenon;13.0;100 xenon;;;;;4.93;65 boron 16 teladi 19 paranid;rest;100 xenon;
635;Matrix 451 VIII;EKK;12800;0.29;100 khaak;;;0.11;100 khaak;0.056;100 khaak;4.59;100 khaak;0.39;100 khaak;14.3;100 khaak;;;;;1.17;47 khaak 27 boron 26 teladi;rest;100 khaak;
636;Family Tkr I;FRF;10100;3.31;100 split;;;0.35;100 split;0.16;100 split;1.73;100 split;1.42;100 split;7.85;100 split;;;;;1.35;52 split 25 boron 23 paranid;rest;100 split;
637;Family Tkr II;FRF;8450;1.64;100 split;;;0.38;100 split;0.139;100 split;1.97;100 split;0.93;100 split;8.24;100 split;;;;;1.92;54 split 27 argon 19 boron;rest;100 split;
638;Family Tkr III;FRF;10500;2.27;100 split;;;0.32;100 split;0.157;100 split;2.31;100 split;1.38;100 split;9.22;100 split;;;;;4.27;56 split 24 boron 20 argon;rest;100 split;
639;Family Tkr IV;FRF;17700;1.77;100 split;;;0.46;100 split;0.117;100 split;2.15;100 split;1.13;100 split;9.87;100 split;;;;;4.78;64 split 16 argon 20 teladi;rest;100 split;
640;Family Tkr V;FRF;15600;3.43;100 split;;;0.48;100 split;0.131;100 split;2.2;100 split;1.28;100 split;8.46;100 split;;;;;4.17;59 split 28 teladi 13 paranid;rest;100 split;
641;Family Tkr VI;FRF;10400;2.11;100 split;;;0.31;100 split;0.186;100 split;1.85;100 split;1.07;100 split;8.36;100 split;;;;;4.14;59 split 20 teladi 21 boron;rest;100 split;
642;Family Tkr VII;FRF;17750;2.96;100 split;;;0.46;100 split;0.165;100 split;2.2;100 split;1.27;100 split;9.24;100 split;;;;;4.59;51 split 32 argon 17 teladi;rest;100 split;
643;Family Tkr VIII;FRF;15750;3.97;100 split;;;0.34;100 split;0.168;100 split;2.13;100 split;1.29;100 split;8.76;100 split;;;;;4.39;48 split 27 paranid 25 boron;rest;100 split;
644;Family Tkr IX;FRF;13750;1.98;100 split;;;0.45;100 split;0.13;100 split;2.51;100 split;1.1;100 split;10.07;100 split;;;;;1.32;47 split 17 argon 36 paranid;rest;100 split;
645;Fires of Defeat I;FRF;10550;2.65;100 split;;;0.31;100 split;0.129;100 split;2.56;100 split;1.01;100 split;8.5;100 split;;;;;3.88;60 split 19 teladi 21 boron;rest;100 split;
646;Fires of Defeat II;FRF;17000;3.24;100 split;;;0.45;100 split;0.144;100 split;2.59;100 split;1.1;100 split;9.83;100 split;;;;;3.24;59 split 17 teladi 24 boron;rest;100 split;
647;Fires of Defeat III;FRF;17000;3.76;100 split;;;0.49;100 split;0.11;100 split;1.53;100 split;1.32;100 split;9.62;100 split;;;;;4.21;61 split 16 paranid 23 boron;rest;100 split;
648;Fires of Defeat IV;FRF;10150;2.28;100 split;;;0.35;100 split;0.181;100 split;2.76;100 split;0.81;100 split;9.41;100 split;;;;;1.56;48 split 26 teladi 26 boron;rest;100 split;
649;Fires of Defeat V;FRF;8350;2.11;100 split;;;0.33;100 split;0.123;100 split;2.38;100 split;0.95;100 split;9.12;100 split;;;;;1.28;58 split 18 paranid 24 teladi;rest;100 split;
650;Fires of Defeat VI;FRF;8250;1.29;100 split;;;0.37;100 split;0.112;100 split;2.37;100 split;1.05;100 split;8.2;100 split;;;;;3.62;56 split 22 paranid 22 boron;rest;100 split;
651;Fires of Defeat VII;FRF;9700;3.63;100 split;;;0.47;100 split;0.114;100 split;2.4;100 split;1.29;100 split;7.89;100 split;;;;;2.3;53 split 24 teladi 23 argon;rest;100 split;
652;Rolk's Demise VII;BOR;1750;0.62;100 boron;;;0.46;100 boron;0.041;100 boron;1.45;100 boron;1.16;100 boron;8.28;100 boron;;;;;;;rest;100 boron;
653;Family Nhuut VII;ZYA;13350;1.25;100 split;;;0.33;100 split;0.127;100 split;2.39;100 split;0.96;100 split;8.91;100 split;;;;;4.41;57 split 25 boron 18 argon;rest;100 split;
